latitude,longitude,building,shelter
25.1722835,121.4450065,,
25.1722216,121.4449662,,
25.1720711,121.444926,,
25.1715813,121.4448098,,
25.1734019,121.4485009,,
25.1734242,121.4487394,,
25.1734558,121.4489861,,
25.1737522,121.4500642,,
25.1739119,121.4506512,,
25.1740076,121.4509136,,
25.174046,121.4510161,,
25.1741064,121.4511644,,
25.1741282,121.4512149,,
25.1743948,121.4517617,,
25.1745029,121.4520491,,
25.1746513,121.4529575,,
25.1746668,121.4530528,,
25.1746909,121.4532003,,
25.1749224,121.4538773,,
25.1750946,121.4543808,,
25.1751998,121.4546884,,
25.1754351,121.4553209,,
25.1724475,121.4424605,,
25.1723413,121.4428223,,
25.1722864,121.4430497,,
25.1722717,121.4431066,,
25.1722713,121.4434011,,
25.1722712,121.4434321,,
25.1722792,121.4439079,,
25.1722734,121.4443426,,
25.1722271,121.4457835,,
25.1722182,121.4458732,,
25.1719741,121.446823,,
25.1719662,121.4468481,,
25.1703955,121.4459916,,
25.1699168,121.4461045,,
25.1745178,121.4443965,,
25.174555,121.4443436,,
25.1745688,121.4443241,,
25.17457,121.4442342,,
25.1745543,121.4440491,,
25.1744911,121.443903,,
25.1743249,121.4438077,,
25.1739838,121.4436441,,
25.1736746,121.4434658,,
25.1735758,121.4434095,,
25.1732898,121.4431123,,
25.1726951,121.4425678,,
25.1725928,121.4425129,,
25.1686508,121.4452966,,
25.1689737,121.4453562,,
25.1692926,121.4454204,,
25.1696714,121.4454931,,
25.1699889,121.4455541,,
25.1704806,121.4456443,,
25.1710131,121.4457142,,
25.1710975,121.4457256,,
25.1711324,121.4457299,,
25.1714914,121.4457775,,
25.1719866,121.4458427,,
25.1719723,121.4423209,,
25.1719164,121.4425123,,
25.1718716,121.4426851,,
25.171807,121.4429795,,
25.1718712,121.4429976,,
25.1698764,121.4484269,,
25.1699517,121.4482056,,
25.1700189,121.4480139,,
25.1700503,121.4479244,,
25.1701869,121.4475979,,
25.1702409,121.447451,,
25.1719673,121.4556628,,
25.1719078,121.4558017,,
25.171749,121.4559016,,
25.1716701,121.4559901,,
25.1716374,121.4561067,,
25.1716568,121.4562046,,
25.171791,121.4564643,,
25.171825,121.4565608,,
25.1718435,121.456611,,
25.1718396,121.4566949,,
25.1717988,121.456953,,
25.1716811,121.4576611,,
25.1715682,121.4580312,,
25.1713113,121.45876,,
25.1712902,121.4588547,,
25.1712992,121.4589344,,
25.171389,121.4591758,,
25.1713832,121.4593074,,
25.1713589,121.4594067,,
25.1713339,121.4595091,,
25.1713091,121.4597252,,
25.1712957,121.4598875,,
25.1619465,121.4528696,,
25.1622937,121.4535093,,
25.1623104,121.4536015,,
25.1623231,121.4541227,,
25.1624515,121.4544145,,
25.1700921,121.4510208,,
25.1699776,121.4514497,,
25.1699093,121.451595,,
25.1698223,121.45162,,
25.1697312,121.4516077,,
25.1696463,121.4515273,,
25.1696171,121.4514173,,
25.1696171,121.4512912,,
25.1697725,121.4508701,,
25.1697943,121.4507468,,
25.1697816,121.4506888,,
25.1697336,121.4506582,,
25.1696875,121.4506475,,
25.1696365,121.450677,,
25.1695918,121.4507347,,
25.1695394,121.4508353,,
25.1694909,121.451082,,
25.1694618,121.4513476,,
25.1694946,121.4517542,,
25.1694254,121.4520975,,
25.1693999,121.452194,,
25.1692613,121.4523524,,
25.1690867,121.4525494,,
25.1690297,121.4526433,,
25.1690273,121.452811,,
25.1691219,121.453287,,
25.1691062,121.4534346,,
25.1690394,121.4536357,,
25.1690291,121.4538079,,
25.1690582,121.4540413,,
25.1690388,121.4544838,,
25.1690273,121.4546402,,
25.1690418,121.4548508,,
25.169145,121.4550856,,
25.1691789,121.4551538,,
25.1692105,121.4552692,,
25.1692315,121.455345,,
25.1692276,121.4555201,,
25.1691515,121.4561456,,
25.1690674,121.4566306,,
25.1689514,121.4573625,,
25.1689057,121.4576104,,
25.1688197,121.4583418,,
25.1687365,121.4591449,,
25.1687469,121.4595917,,
25.1688188,121.4600764,,
25.1688967,121.460287,,
25.1689435,121.460496,,
25.1689428,121.4606544,,
25.1634796,121.4516128,,
25.1638677,121.4520061,,
25.1639246,121.4520626,,
25.1639815,121.4521191,,
25.1640804,121.4522862,,
25.1642784,121.452705,,
25.1643888,121.4529058,,
25.1644422,121.4529165,,
25.1645393,121.4528817,,
25.175924,121.4408045,,
25.1753692,121.4416757,,
25.179533,121.441433,,
25.1793316,121.4413874,,
25.179069,121.4422799,,
25.1790985,121.4426511,,
25.1791604,121.4428726,,
25.1792636,121.4430235,,
25.1790171,121.4441839,,
25.178965,121.4444195,,
25.1786911,121.4449238,,
25.1786051,121.4453313,,
25.1785065,121.445799,,
25.1790701,121.4444395,,
25.1790568,121.4445121,,
25.1790238,121.4446916,,
25.1788844,121.4454022,,
25.1787372,121.4461523,,
25.1783731,121.4448085,,
25.1781537,121.4451295,,
25.1779313,121.4454549,,
25.1756745,121.4406117,,
25.1753638,121.4411018,,
25.1765704,121.4426043,,
25.1765108,121.4426702,,
25.1763155,121.4430627,,
25.1759862,121.4433319,,
25.1759138,121.4435238,,
25.1762856,121.444499,,
25.1764187,121.4446822,,
25.1767992,121.4452057,,
25.1773884,121.4460129,,
25.1774539,121.4460982,,
25.1774944,121.4461499,,
25.1775502,121.4465303,,
25.1783097,121.4426815,,
25.178512,121.4427566,,
25.177262,121.443168,,
25.1773291,121.4430747,,
25.177584,121.4427208,,
25.1773518,121.4420961,,
25.1783244,121.4414342,,
25.1783271,121.4415844,,
25.1783025,121.4425474,,
25.1782611,121.4431912,,
25.1781503,121.4437073,,
25.1781266,121.443746,,
25.1780589,121.4438672,,
25.1745964,121.4414181,,
25.1746767,121.4417934,,
25.1747888,121.4421402,,
25.1750443,121.4424298,,
25.1752066,121.4425341,,
25.1753571,121.4426345,,
25.1756428,121.4426891,,
25.1759554,121.4427488,,
25.1771251,121.4420862,,
25.1768168,121.4420405,,
25.1766736,121.4419413,,
25.1762864,121.4415976,,
25.18073,121.4484125,,
25.1798673,121.4475842,,
25.1795747,121.4473032,,
25.1734308,121.4353605,,
25.173272,121.4355757,,
25.1732161,121.4356584,,
25.1882828,121.4468181,,
25.1882712,121.4469637,,
25.1882678,121.4472481,,
25.188271,121.4473796,,
25.188264,121.4475674,,
25.188288,121.4478234,,
25.188389,121.448698,,
25.1884836,121.4490815,,
25.1885116,121.449571,,
25.1884701,121.4499304,,
25.188463,121.4499921,,
25.1880396,121.4509942,,
25.1879913,121.4510883,,
25.187514,121.4521781,,
25.1869553,121.4533607,,
25.1867974,121.45365,,
25.1867024,121.4538402,,
25.1866024,121.4540405,,
25.1864897,121.4542863,,
25.1864434,121.454459,,
25.1864202,121.4546353,,
25.1864276,121.4549774,,
25.1865057,121.4574155,,
25.1864378,121.4576999,,
25.1863991,121.4578279,,
25.1862369,121.4581243,,
25.1861224,121.4583947,,
25.1859185,121.4592477,,
25.1859113,121.4595856,,
25.1859282,121.459937,,
25.1859574,121.4603501,,
25.1860556,121.4605939,,
25.1862122,121.4608248,,
25.1862753,121.4609321,,
25.1862753,121.4613854,,
25.186137,121.4618011,,
25.1860446,121.4622177,,
25.1859816,121.4627158,,
25.1859501,121.4635634,,
25.1858942,121.4643921,,
25.1857941,121.4651551,,
25.1858212,121.465471,,
25.1858007,121.4656754,,
25.1857941,121.4657413,,
25.1857315,121.4659189,,
25.1856333,121.4660392,,
25.1855785,121.4661221,,
25.1855719,121.4662092,,
25.1855741,121.4663796,,
25.185565,121.4665623,,
25.18553,121.466927,,
25.1854204,121.4680219,,
25.1854052,121.4685965,,
25.1853763,121.4687474,,
25.185391,121.4688597,,
25.1857283,121.469078,,
25.1854745,121.46968,,
25.1853021,121.4697917,,
25.1851763,121.4698816,,
25.1850844,121.4700878,,
25.1849268,121.4706532,,
25.1849064,121.4708128,,
25.1849099,121.4708943,,
25.184919,121.471001,,
25.1849826,121.4712449,,
25.1851789,121.4716666,,
25.1853846,121.472149,,
25.1854004,121.4722669,,
25.1853431,121.4728049,,
25.1852466,121.473724,,
25.1852256,121.4738236,,
25.1851711,121.4740825,,
25.1848517,121.474964,,
25.1768159,121.4437211,,
25.1768368,121.4438439,,
25.1769514,121.4440982,,
25.1766181,121.4443032,,
25.1820578,121.4383778,,
25.1821887,121.4385519,,
25.1823332,121.4387437,,
25.1824442,121.4389073,,
25.1824955,121.4389983,,
25.1825476,121.4390845,,
25.1825891,121.439169,,
25.1826172,121.4392899,,
25.1826188,121.4393854,,
25.182593,121.439568,,
25.182571,121.4396656,,
25.1825301,121.439751,,
25.1824469,121.4398572,,
25.18235,121.4399235,,
25.182085,121.4401297,,
25.1820113,121.4402074,,
25.181968,121.4402943,,
25.1819033,121.4404113,,
25.1818462,121.4405445,,
25.1818171,121.4406272,,
25.1817915,121.440738,,
25.1818486,121.4411149,,
25.1818413,121.4414448,,
25.1818182,121.4417211,,
25.1814893,121.4424055,,
25.1812381,121.4428838,,
25.1811044,121.4431951,,
25.1810003,121.4435253,,
25.1809418,121.4437396,,
25.1809129,121.4440338,,
25.1809193,121.4444907,,
25.1809229,121.444748,,
25.1771794,121.4432739,,
25.1770004,121.4435039,,
25.1782249,121.4414369,,
25.1780159,121.4413994,,
25.1777037,121.4414332,,
25.1774383,121.4414551,,
25.1772148,121.4415362,,
25.176817,121.4427998,,
25.1768627,121.4430015,,
25.176909,121.443244,,
25.1772185,121.4438085,,
25.1773352,121.4440834,,
25.1773682,121.4444118,,
25.1773643,121.4446413,,
25.177367,121.4448557,,
25.1774226,121.4449793,,
25.1775486,121.4451013,,
25.1777967,121.4452571,,
25.1821388,121.4383504,,
25.1822317,121.4381745,,
25.1822951,121.4380465,,
25.182446,121.4378188,,
25.1826644,121.4375892,,
25.1829077,121.4373492,,
25.1829601,121.4372639,,
25.1829758,121.4371805,,
25.1829592,121.4369274,,
25.1829215,121.436836,,
25.1828104,121.4366436,,
25.179395,121.4470913,,
25.1793149,121.4466595,,
25.1793947,121.4461492,,
25.1796768,121.4463648,,
25.1800365,121.4466524,,
25.1804013,121.4470984,,
25.1806326,121.4473811,,
25.1807883,121.4475714,,
25.1827712,121.4391475,,
25.1801994,121.4438543,,
25.1802696,121.4438226,,
25.1803556,121.4437649,,
25.1804225,121.4436817,,
25.180481,121.4435862,,
25.180499,121.4434739,,
25.1804942,121.4433451,,
25.1804177,121.4431829,,
25.1801024,121.4425549,,
25.1800307,121.4422805,,
25.1800234,121.4420767,,
25.1800843,121.4418523,,
25.1801512,121.4417383,,
25.1802432,121.441652,,
25.180418,121.4415463,,
25.1805527,121.4414456,,
25.1806586,121.4413316,,
25.1807534,121.441193,,
25.1808112,121.4409831,,
25.1808705,121.4405397,,
25.1808741,121.440209,,
25.1819797,121.4383899,,
25.1814226,121.438494,,
25.1811486,121.4389158,,
25.1810636,121.4390726,,
25.1809859,121.4392343,,
25.1809282,121.4393966,,
25.18088,121.4396145,,
25.180865,121.4397576,,
25.1808634,121.4399018,,
25.1808769,121.4400461,,
25.1809054,121.4401738,,
25.1731649,121.4374584,,
25.172927,121.4374946,,
25.1773012,121.4467276,,
25.1771289,121.4469322,,
25.176999,121.4471657,,
25.1769149,121.4473669,,
25.176847,121.4475979,,
25.1767511,121.4479081,,
25.176743,121.4479341,,
25.1766734,121.4480979,,
25.1766239,121.4481334,,
25.1765871,121.4481339,,
25.1765292,121.4481347,,
25.1759704,121.4630167,,
25.1759398,121.463181,,
25.1757137,121.4636743,,
25.1755195,121.4640981,,
25.175489,121.4642325,,
25.1755098,121.4642966,,
25.176091,121.4652998,,
25.1761947,121.4654638,,
25.1762148,121.4654956,,
25.1763143,121.4655385,,
25.17646,121.465611,,
25.1767561,121.4657062,,
25.1768225,121.4657303,,
25.1769188,121.4657652,,
25.1770973,121.4658522,,
25.1772138,121.4658697,,
25.1773206,121.4659461,,
25.1774845,121.4659207,,
25.1775925,121.4659059,,
25.1776755,121.4658506,,
25.1777369,121.4657262,,
25.1777491,121.4655009,,
25.1777321,121.465348,,
25.1776411,121.4651602,,
25.1776265,121.4649644,,
25.177675,121.4647686,,
25.1777697,121.4645728,,
25.1780221,121.4642456,,
25.1781411,121.4638674,,
25.1782964,121.463559,,
25.1784032,121.4633685,,
25.1784032,121.4631379,,
25.1783887,121.4628991,,
25.1784377,121.4625998,,
25.1784324,121.4622688,,
25.1785392,121.4617324,,
25.1786052,121.4615349,,
25.1786217,121.461491,,
25.1786581,121.4612549,,
25.178678,121.4611273,,
25.178663,121.4610269,,
25.1786222,121.4609797,,
25.1785664,121.4609288,,
25.178445,121.4608108,,
25.1784227,121.4607453,,
25.17843,121.4606461,,
25.1784615,121.4605602,,
25.1784955,121.4604932,,
25.1784955,121.4603886,,
25.178513,121.4602502,,
25.1785597,121.4600849,,
25.1786495,121.4599146,,
25.1787623,121.4597188,,
25.1788819,121.4594455,,
25.185544,121.4357305,,
25.1834692,121.4485193,,
25.1833423,121.4486129,,
25.1832383,121.4486481,,
25.1831729,121.4486445,,
25.1831327,121.4486347,,
25.1830466,121.4485462,,
25.1829704,121.4483078,,
25.1754495,121.4597652,,
25.1754725,121.459662,,
25.1755611,121.4595171,,
25.1756274,121.4593178,,
25.1757493,121.459029,,
25.1758112,121.4587742,,
25.1759963,121.458316,,
25.1761784,121.458025,,
25.1762269,121.4580169,,
25.1763447,121.4580545,,
25.182968,121.4484902,,
25.1829278,121.4486392,,
25.182929,121.4489315,,
25.1828888,121.4491846,,
25.1828171,121.4494889,,
25.1755873,121.4552932,,
25.1758398,121.4553039,,
25.1760534,121.4552261,,
25.1762233,121.4551081,,
25.1763204,121.4549472,,
25.1764223,121.4546736,,
25.1764685,121.4544939,,
25.1766086,121.4543038,,
25.1767031,121.4537378,,
25.1768062,121.4530957,,
25.1768756,121.452834,,
25.1769729,121.4526363,,
25.1770574,121.4522915,,
25.1771183,121.4520427,,
25.1711598,121.4513737,,
25.1714045,121.4509023,,
25.1786242,121.4616116,,
25.1786654,121.4619844,,
25.1787965,121.4625638,,
25.1788402,121.4629876,,
25.1788596,121.4631646,,
25.1788305,121.4633899,,
25.1787722,121.4636742,,
25.1787383,121.4640444,,
25.1787601,121.4645245,,
25.1787237,121.4651789,,
25.1787383,121.4656805,,
25.1788402,121.4661365,,
25.1790854,121.4667105,,
25.1790223,121.4670806,,
25.1789834,121.467322,,
25.1789518,121.4674357,,
25.1789349,121.4674964,,
25.178964,121.46766,,
25.1789907,121.4678155,,
25.1789349,121.4680435,,
25.1788572,121.4683439,,
25.1788402,121.4685263,,
25.178896,121.4686712,,
25.1789956,121.4687516,,
25.1789931,121.4689126,,
25.1789713,121.4689743,,
25.1723756,121.4458985,,
25.1724836,121.4459173,,
25.1725564,121.4459427,,
25.1726353,121.4461761,,
25.1726863,121.4464242,,
25.172787,121.4467501,,
25.1729485,121.4471792,,
25.1730003,121.4473515,,
25.1730122,121.4474293,,
25.1730407,121.4476875,,
25.1730783,121.4480107,,
25.1730879,121.4483281,,
25.173099,121.4486933,,
25.1731354,121.4490581,,
25.1731026,121.4494819,,
25.1731099,121.4495771,,
25.1731609,121.4496241,,
25.1732203,121.4496442,,
25.1732968,121.4496473,,
25.1738086,121.4522519,,
25.1737782,121.4522023,,
25.1738049,121.4517195,,
25.1738498,121.4513856,,
25.1738838,121.4513239,,
25.1728004,121.4472584,,
25.1730511,121.4467128,,
25.1731649,121.4466933,,
25.1732953,121.4466658,,
25.1718628,121.4525167,,
25.1718009,121.4525569,,
25.1717256,121.4527876,,
25.1716384,121.4530673,,
25.1714369,121.4534133,,
25.1702774,121.4527774,,
25.1700905,121.4513315,,
25.1733084,121.4484718,,
25.1732734,121.4482185,,
25.1732021,121.4477023,,
25.1731584,121.447481,,
25.1730621,121.4468691,,
25.1730581,121.4467442,,
25.1730067,121.4465154,,
25.1728048,121.4460081,,
25.1726427,121.4456958,,
25.1723684,121.4451137,,
25.1743738,121.4517814,,
25.174052,121.4521168,,
25.1738947,121.4522586,,
25.1735173,121.4522305,,
25.1735193,121.4472814,,
25.1734319,121.44715,,
25.1733712,121.4470346,,
25.1731236,121.4461495,,
25.1729319,121.4456184,,
25.1728893,121.4453087,,
25.1729082,121.4451752,,
25.1729635,121.4450827,,
25.1729743,121.4450645,,
25.1730611,121.4449888,,
25.1731637,121.4449331,,
25.173347,121.4449251,,
25.1737378,121.4450474,,
25.1738203,121.4450974,,
25.1740655,121.4452395,,
25.1741395,121.4453106,,
25.1741747,121.4453951,,
25.1742136,121.4463643,,
25.1735517,121.4474653,,
25.1735168,121.4474667,,
25.1730826,121.4504831,,
25.173043,121.450583,,
25.1729911,121.450714,,
25.1729666,121.4507757,,
25.1729434,121.4508343,,
25.1729232,121.4508851,,
25.1728657,121.4510302,,
25.1727702,121.4513829,,
25.1727571,121.4514435,,
25.1727027,121.4516888,,
25.1726786,121.4517973,,
25.1726531,121.4521412,,
25.1726916,121.4527175,,
25.1727619,121.453156,,
25.172825,121.4533693,,
25.172891,121.4534696,,
25.1707212,121.4490344,,
25.170669,121.4491484,,
25.1706363,121.4492604,,
25.1706775,121.4493114,,
25.1706994,121.4494804,,
25.1706678,121.4495662,,
25.1706517,121.4498442,,
25.1706088,121.4502901,,
25.1705376,121.4506355,,
25.1704745,121.4507857,,
25.1703778,121.4508762,,
25.1702346,121.4509486,,
25.1726147,121.4467715,,
25.1725115,121.4471175,,
25.1705145,121.4458924,,
25.1705796,121.4460871,,
25.1706427,121.4462159,,
25.1707496,121.4462856,,
25.1712003,121.4464959,,
25.1712496,121.4465189,,
25.1733156,121.4485939,,
25.1733371,121.4486181,,
25.1741709,121.4509567,,
25.1762541,121.456449,,
25.1761142,121.4564416,,
25.175988,121.4563987,,
25.1758804,121.456345,,
25.1758537,121.4565837,,
25.1758225,121.456739,,
25.157483,121.4844829,,
25.1574771,121.4843817,,
25.1574679,121.4842225,,
25.1577197,121.4833436,,
25.1577979,121.4832377,,
25.1578465,121.4831871,,
25.1580747,121.4830013,,
25.1583176,121.4828036,,
25.1584544,121.4826042,,
25.1584729,121.4825772,,
25.1585726,121.4823857,,
25.1590448,121.4814621,,
25.1590946,121.4813647,,
25.1597721,121.4800098,,
25.1598488,121.4796676,,
25.1599296,121.4795098,,
25.160034,121.4794993,,
25.1601019,121.4795852,,
25.1600971,121.4798051,,
25.1600308,121.4802121,,
25.1600947,121.4802852,,
25.1601959,121.4802818,,
25.1602615,121.4802174,,
25.1603343,121.4799895,,
25.1603538,121.4797266,,
25.1607307,121.4790217,,
25.1607696,121.4784692,,
25.1609152,121.4781741,,
25.1608958,121.4778898,,
25.1607325,121.4776988,,
25.1607599,121.477525,,
25.1608473,121.4772675,,
25.1606839,121.47698,,
25.1606555,121.4768818,,
25.1608303,121.4767101,,
25.1608764,121.4766238,,
25.1608473,121.4764092,,
25.1608109,121.4762461,,
25.1609225,121.4755753,,
25.1609929,121.4755243,,
25.1610706,121.4755484,,
25.1611192,121.4756075,,
25.161124,121.4757174,,
25.1609905,121.4760742,,
25.1609735,121.4761895,,
25.1609954,121.4762863,,
25.1610925,121.4763212,,
25.1611896,121.4762646,,
25.1612284,121.4760742,,
25.1613085,121.475449,,
25.1612114,121.4752832,,
25.1611969,121.4750954,,
25.1613182,121.4749447,,
25.1615054,121.4748565,,
25.1616193,121.4745375,,
25.1616678,121.4739716,,
25.1619325,121.473529,,
25.1618062,121.4733251,,
25.1618038,121.4732018,,
25.1622359,121.4724449,,
25.1622529,121.4723032,,
25.1621825,121.4721906,,
25.162032,121.4720967,,
25.1619106,121.471984,,
25.1618936,121.4718124,,
25.1620587,121.4715656,,
25.162134,121.4712089,,
25.162134,121.4709058,,
25.1621631,121.4706425,,
25.1622165,121.4703742,,
25.1620878,121.4698812,,
25.1620903,121.4694815,,
25.1621161,121.4692432,,
25.1621315,121.4691007,,
25.1621874,121.4686849,,
25.1622054,121.468281,,
25.1621083,121.4679591,,
25.1617562,121.4671303,,
25.1613387,121.4656229,,
25.161329,121.4652662,,
25.1614236,121.4649604,,
25.1616171,121.4646265,,
25.1628621,121.4631051,,
25.1630769,121.4628503,,
25.1632845,121.4625137,,
25.163608,121.4619645,,
25.1636905,121.4616829,,
25.1636923,121.4615159,,
25.1636693,121.4613737,,
25.163594,121.461157,,
25.1633002,121.460457,,
25.1632031,121.4601405,,
25.1629991,121.459674,,
25.1628569,121.4591945,,
25.1627636,121.45888,,
25.1625783,121.458227,,
25.1625542,121.458142,,
25.1625319,121.458084,,
25.1783657,121.4471644,,
25.1781557,121.4471603,,
25.1780525,121.4471897,,
25.1774578,121.4473829,,
25.1716115,121.4388932,,
25.1713463,121.4385188,,
25.1741226,121.4359082,,
25.1743462,121.4354066,,
25.1745938,121.4349036,,
25.1747066,121.4346985,,
25.1747123,121.4345267,,
25.1747843,121.4342801,,
25.1748548,121.4341687,,
25.174947,121.4341057,,
25.1675657,121.4472863,,
25.1676968,121.447073,,
25.1679212,121.4466797,,
25.172346,121.4404313,,
25.1724303,121.4402312,,
25.1724964,121.4400211,,
25.1725084,121.4399704,,
25.1725248,121.4399267,,
25.1725468,121.4398687,,
25.1729114,121.438863,,
25.1791077,121.4390066,,
25.1794547,121.4387701,,
25.1895603,121.4379139,,
25.1879654,121.4376716,,
25.1645963,121.45051,,
25.1646259,121.4506041,,
25.1738989,121.4476081,,
25.1740835,121.4480928,,
25.1741551,121.4482807,,
25.1742306,121.448479,,
25.1743002,121.4486615,,
25.1743753,121.4488586,,
